machine_code,unit_number,data_date,event_seq,event_type,jackpot_no,sampled_at_jst,start_count,payout,consumption,delta,cum_games,slump_value
M0001,3075,2026-08-12,1,BB,1,2026-08-12T10:33:00+09:00,354,81,590.0000,-509.0000,354,-509.0000
M0001,3075,2026-08-12,2,ART,0,2026-08-12T10:35:00+09:00,0,-2,0.0000,-2.0000,354,-511.0000
M0001,3075,2026-08-12,3,BB,2,2026-08-12T10:39:00+09:00,40,87,66.6667,20.3333,394,-490.6667
M0001,3075,2026-08-12,4,ART,0,2026-08-12T10:39:00+09:00,1,0,1.6667,-1.6667,395,-492.3333
M0001,3075,2026-08-12,5,BB,3,2026-08-12T10:45:00+09:00,3,171,5.0000,166.0000,398,-326.3333
M0001,3075,2026-08-12,6,BB,4,2026-08-12T11:36:00+09:00,685,87,1141.6667,-1054.6667,1083,-1381.0000
M0001,3075,2026-08-12,7,ART,0,2026-08-12T11:37:00+09:00,0,-2,0.0000,-2.0000,1083,-1383.0000
M0001,3075,2026-08-12,8,BB,5,2026-08-12T11:52:00+09:00,199,207,331.6667,-124.6667,1282,-1507.6667
M0001,3075,2026-08-12,9,ART,0,2026-08-12T11:54:00+09:00,1,-2,1.6667,-3.6667,1283,-1511.3333
M0001,3075,2026-08-12,10,BB,6,2026-08-12T11:55:00+09:00,4,164,6.6667,157.3333,1287,-1354.0000
M0001,3075,2026-08-12,11,BB,7,2026-08-12T11:59:00+09:00,5,316,8.3333,307.6667,1292,-1046.3333
M0001,3075,2026-08-12,12,BB,8,2026-08-12T12:04:00+09:00,13,85,21.6667,63.3333,1305,-983.0000
M0001,3075,2026-08-12,13,BB,9,2026-08-12T12:08:00+09:00,43,85,71.6667,13.3333,1348,-969.6667
M0001,3075,2026-08-12,14,ART,0,2026-08-12T12:09:00+09:00,1,-2,1.6667,-3.6667,1349,-973.3333
M0001,3075,2026-08-12,15,BB,10,2026-08-12T12:11:00+09:00,4,449,6.6667,442.3333,1353,-531.0000
M0001,3075,2026-08-12,16,BB,11,2026-08-12T12:46:00+09:00,397,87,661.6667,-574.6667,1750,-1105.6667
M0001,3075,2026-08-12,17,ART,0,2026-08-12T12:47:00+09:00,0,-2,0.0000,-2.0000,1750,-1107.6667
M0001,3075,2026-08-12,18,BB,12,2026-08-12T14:14:00+09:00,1032,87,1720.0000,-1633.0000,2782,-2740.6667
M0001,3075,2026-08-12,19,ART,0,2026-08-12T14:14:00+09:00,1,-2,1.6667,-3.6667,2783,-2744.3333
M0001,3075,2026-08-12,20,BB,13,2026-08-12T15:28:00+09:00,1028,87,1713.3333,-1626.3333,3811,-4370.6667
M0001,3075,2026-08-12,21,ART,0,2026-08-12T15:28:00+09:00,1,-2,1.6667,-3.6667,3812,-4374.3333
M0001,3075,2026-08-12,22,BB,14,2026-08-12T15:29:00+09:00,8,318,13.3333,304.6667,3820,-4069.6667
M0001,3075,2026-08-12,23,BB,15,2026-08-12T15:32:00+09:00,7,249,11.6667,237.3333,3827,-3832.3333
M0001,3075,2026-08-12,24,BB,16,2026-08-12T15:35:00+09:00,6,167,10.0000,157.0000,3833,-3675.3333
M0001,3075,2026-08-12,25,BB,17,2026-08-12T17:41:00+09:00,70,85,116.6667,-31.6667,3903,-3707.0000
M0001,3075,2026-08-12,26,ART,0,2026-08-12T17:42:00+09:00,0,-2,0.0000,-2.0000,3903,-3709.0000
M0001,3075,2026-08-12,27,BB,18,2026-08-12T17:43:00+09:00,4,166,6.6667,159.3333,3907,-3549.6667
M0001,3075,2026-08-12,28,BB,19,2026-08-12T17:45:00+09:00,13,277,21.6667,255.3333,3920,-3294.3333
M0001,3075,2026-08-12,29,BB,20,2026-08-12T17:48:00+09:00,12,599,20.0000,579.0000,3932,-2715.3333
M0001,3075,2026-08-12,30,BB,21,2026-08-12T17:59:00+09:00,46,457,76.6667,380.3333,3978,-2335.0000
M0001,3075,2026-08-12,31,ART,0,2026-08-12T18:03:00+09:00,0,0,0.0000,0.0000,3978,-2335.0000
M0001,3075,2026-08-12,32,BB,22,2026-08-12T18:04:00+09:00,8,595,13.3333,581.6667,3986,-1753.3333
M0001,3075,2026-08-12,33,BB,23,2026-08-12T20:33:00+09:00,298,87,496.6667,-409.6667,4284,-2163.0000
M0001,3075,2026-08-12,34,ART,0,2026-08-12T20:34:00+09:00,0,-2,0.0000,-2.0000,4284,-2165.0000
M0001,3075,2026-08-12,35,BB,24,2026-08-12T20:35:00+09:00,5,244,8.3333,235.6667,4289,-1929.3333
M0001,3075,2026-08-12,36,BB,25,2026-08-12T20:38:00+09:00,4,165,6.6667,158.3333,4293,-1771.0000
M0001,3075,2026-08-12,37,BB,26,2026-08-12T20:52:00+09:00,176,87,293.3333,-206.3333,4469,-1977.3333
M0001,3075,2026-08-12,38,ART,0,2026-08-12T20:53:00+09:00,0,-2,0.0000,-2.0000,4469,-1979.3333
M0001,3075,2026-08-12,39,BB,27,2026-08-12T20:58:00+09:00,64,85,106.6667,-21.6667,4533,-2001.0000
M0001,3075,2026-08-12,40,ART,0,2026-08-12T20:58:00+09:00,1,-2,1.6667,-3.6667,4534,-2004.6667
M0001,3075,2026-08-12,41,BB,28,2026-08-12T21:29:00+09:00,434,85,723.3333,-638.3333,4968,-2643.0000
M0001,3075,2026-08-12,42,ART,0,2026-08-12T21:29:00+09:00,1,-2,1.6667,-3.6667,4969,-2646.6667
M0001,3075,2026-08-12,43,BB,29,2026-08-12T21:30:00+09:00,4,256,6.6667,249.3333,4973,-2397.3333
M0001,3075,2026-08-12,44,BB,30,2026-08-12T21:33:00+09:00,6,269,10.0000,259.0000,4979,-2138.3333
M0001,3075,2026-08-13,1,BB,1,2026-08-13T10:47:00+09:00,577,85,961.6667,-876.6667,577,-876.6667
M0001,3075,2026-08-13,2,ART,0,2026-08-13T10:50:00+09:00,0,0,0.0000,0.0000,577,-876.6667
M0001,3075,2026-08-13,3,BB,2,2026-08-13T10:51:00+09:00,2,265,3.3333,261.6667,579,-615.0000
M0001,3075,2026-08-13,4,BB,3,2026-08-13T10:55:00+09:00,12,251,20.0000,231.0000,591,-384.0000
M0001,3075,2026-08-13,5,BB,4,2026-08-13T10:59:00+09:00,8,571,13.3333,557.6667,599,173.6667
M0001,3075,2026-08-13,6,BB,5,2026-08-13T11:05:00+09:00,9,153,15.0000,138.0000,608,311.6667
M0001,3075,2026-08-13,7,BB,6,2026-08-13T11:08:00+09:00,12,437,20.0000,417.0000,620,728.6667
M0001,3075,2026-08-13,8,BB,7,2026-08-13T11:16:00+09:00,55,562,91.6667,470.3333,675,1199.0000
M0001,3075,2026-08-13,9,ART,0,2026-08-13T11:21:00+09:00,0,-2,0.0000,-2.0000,675,1197.0000
M0001,3075,2026-08-13,10,BB,8,2026-08-13T11:23:00+09:00,8,599,13.3333,585.6667,683,1782.6667
M0001,3075,2026-08-13,11,BB,9,2026-08-13T12:08:00+09:00,553,87,921.6667,-834.6667,1236,948.0000
M0001,3075,2026-08-13,12,ART,0,2026-08-13T12:09:00+09:00,0,-2,0.0000,-2.0000,1236,946.0000
M0001,3075,2026-08-13,13,BB,10,2026-08-13T12:10:00+09:00,3,504,5.0000,499.0000,1239,1445.0000
M0001,3075,2026-08-13,14,BB,11,2026-08-13T12:15:00+09:00,7,251,11.6667,239.3333,1246,1684.3333
M0001,3075,2026-08-13,15,BB,12,2026-08-13T12:19:00+09:00,11,405,18.3333,386.6667,1257,2071.0000
M0001,3075,2026-08-13,16,BB,13,2026-08-13T12:27:00+09:00,50,504,83.3333,420.6667,1307,2491.6667
M0001,3075,2026-08-13,17,ART,0,2026-08-13T12:31:00+09:00,0,-2,0.0000,-2.0000,1307,2489.6667
M0001,3075,2026-08-13,18,BB,14,2026-08-13T12:33:00+09:00,9,501,15.0000,486.0000,1316,2975.6667
M0001,3075,2026-08-13,19,BB,15,2026-08-13T12:50:00+09:00,160,83,266.6667,-183.6667,1476,2792.0000
M0001,3075,2026-08-13,20,ART,0,2026-08-13T12:51:00+09:00,1,0,1.6667,-1.6667,1477,2790.3333
M0001,3075,2026-08-13,21,BB,16,2026-08-13T12:52:00+09:00,3,164,5.0000,159.0000,1480,2949.3333
M0001,3075,2026-08-13,22,BB,17,2026-08-13T13:14:00+09:00,286,85,476.6667,-391.6667,1766,2557.6667
M0001,3075,2026-08-13,23,ART,0,2026-08-13T13:15:00+09:00,0,-2,0.0000,-2.0000,1766,2555.6667
M0001,3075,2026-08-13,24,BB,18,2026-08-13T13:40:00+09:00,113,87,188.3333,-101.3333,1879,2454.3333
M0001,3075,2026-08-13,25,ART,0,2026-08-13T13:41:00+09:00,1,0,1.6667,-1.6667,1880,2452.6667
M0001,3075,2026-08-13,26,BB,19,2026-08-13T14:12:00+09:00,407,85,678.3333,-593.3333,2287,1859.3333
M0001,3075,2026-08-13,27,ART,0,2026-08-13T14:13:00+09:00,1,0,1.6667,-1.6667,2288,1857.6667
M0001,3075,2026-08-13,28,BB,20,2026-08-13T14:14:00+09:00,3,287,5.0000,282.0000,2291,2139.6667
M0001,3075,2026-08-13,29,BB,21,2026-08-13T14:20:00+09:00,11,325,18.3333,306.6667,2302,2446.3333
M0001,3075,2026-08-13,30,BB,22,2026-08-13T14:40:00+09:00,187,79,311.6667,-232.6667,2489,2213.6667
M0001,3075,2026-08-13,31,ART,0,2026-08-13T14:41:00+09:00,0,-2,0.0000,-2.0000,2489,2211.6667
M0001,3075,2026-08-13,32,BB,23,2026-08-13T15:17:00+09:00,353,87,588.3333,-501.3333,2842,1710.3333
M0001,3075,2026-08-13,33,ART,0,2026-08-13T15:18:00+09:00,1,12,1.6667,10.3333,2843,1720.6667
M0001,3075,2026-08-13,34,BB,24,2026-08-13T15:19:00+09:00,2,340,3.3333,336.6667,2845,2057.3333
M0001,3075,2026-08-13,35,BB,25,2026-08-13T15:24:00+09:00,4,309,6.6667,302.3333,2849,2359.6667
M0001,3075,2026-08-13,36,BB,26,2026-08-13T15:28:00+09:00,6,409,10.0000,399.0000,2855,2758.6667
M0001,3075,2026-08-13,37,BB,27,2026-08-13T15:37:00+09:00,48,437,80.0000,357.0000,2903,3115.6667
M0001,3075,2026-08-13,38,ART,0,2026-08-13T15:41:00+09:00,0,0,0.0000,0.0000,2903,3115.6667
M0001,3075,2026-08-13,39,BB,28,2026-08-13T15:43:00+09:00,9,569,15.0000,554.0000,2912,3669.6667
M0001,3075,2026-08-13,40,BB,29,2026-08-13T15:52:00+09:00,10,447,16.6667,430.3333,2922,4100.0000
M0001,3075,2026-08-13,41,BB,30,2026-08-13T15:58:00+09:00,9,498,15.0000,483.0000,2931,4583.0000
M0001,3075,2026-08-13,42,BB,31,2026-08-13T16:04:00+09:00,5,489,8.3333,480.6667,2936,5063.6667
M0001,3075,2026-08-13,43,BB,32,2026-08-13T16:12:00+09:00,39,445,65.0000,380.0000,2975,5443.6667
M0001,3075,2026-08-13,44,ART,0,2026-08-13T16:16:00+09:00,0,-2,0.0000,-2.0000,2975,5441.6667
M0001,3075,2026-08-13,45,BB,33,2026-08-13T16:17:00+09:00,3,411,5.0000,406.0000,2978,5847.6667
M0001,3075,2026-08-13,46,BB,34,2026-08-13T17:02:00+09:00,468,87,780.0000,-693.0000,3446,5154.6667
M0001,3075,2026-08-13,47,ART,0,2026-08-13T17:03:00+09:00,0,-2,0.0000,-2.0000,3446,5152.6667
M0001,3075,2026-08-13,48,BB,35,2026-08-13T17:04:00+09:00,6,306,10.0000,296.0000,3452,5448.6667
M0001,3075,2026-08-13,49,BB,36,2026-08-13T17:10:00+09:00,12,325,20.0000,305.0000,3464,5753.6667
M0001,3075,2026-08-13,50,BB,37,2026-08-13T17:14:00+09:00,9,325,15.0000,310.0000,3473,6063.6667
M0001,3075,2026-08-13,51,BB,38,2026-08-13T18:00:00+09:00,509,85,848.3333,-763.3333,3982,5300.3333
M0001,3075,2026-08-13,52,ART,0,2026-08-13T18:01:00+09:00,0,-2,0.0000,-2.0000,3982,5298.3333
M0001,3075,2026-08-13,53,BB,39,2026-08-13T18:03:00+09:00,10,167,16.6667,150.3333,3992,5448.6667
M0001,3075,2026-08-13,54,BB,40,2026-08-13T18:07:00+09:00,11,283,18.3333,264.6667,4003,5713.3333
M0001,3075,2026-08-13,55,BB,41,2026-08-13T18:11:00+09:00,6,83,10.0000,73.0000,4009,5786.3333
M0001,3075,2026-08-13,56,BB,42,2026-08-13T18:14:00+09:00,6,171,10.0000,161.0000,4015,5947.3333
M0001,3075,2026-08-13,57,BB,43,2026-08-13T19:39:00+09:00,1035,87,1725.0000,-1638.0000,5050,4309.3333
M0001,3075,2026-08-13,58,ART,0,2026-08-13T19:40:00+09:00,0,0,0.0000,0.0000,5050,4309.3333
M0001,3075,2026-08-13,59,BB,44,2026-08-13T19:52:00+09:00,149,83,248.3333,-165.3333,5199,4144.0000
M0001,3075,2026-08-13,60,ART,0,2026-08-13T19:53:00+09:00,1,-2,1.6667,-3.6667,5200,4140.3333
M0001,3075,2026-08-13,61,BB,45,2026-08-13T20:37:00+09:00,577,87,961.6667,-874.6667,5777,3265.6667
M0001,3075,2026-08-13,62,ART,0,2026-08-13T20:38:00+09:00,1,-2,1.6667,-3.6667,5778,3262.0000
M0001,3075,2026-08-13,63,BB,46,2026-08-13T20:41:00+09:00,7,419,11.6667,407.3333,5785,3669.3333
M0001,3075,2026-08-13,64,BB,47,2026-08-13T20:46:00+09:00,7,169,11.6667,157.3333,5792,3826.6667
M0001,3075,2026-08-13,65,BB,48,2026-08-13T20:49:00+09:00,5,529,8.3333,520.6667,5797,4347.3333
M0001,3075,2026-08-13,66,BB,49,2026-08-13T21:01:00+09:00,50,428,83.3333,344.6667,5847,4692.0000
M0001,3075,2026-08-13,67,ART,0,2026-08-13T21:05:00+09:00,0,-2,0.0000,-2.0000,5847,4690.0000
M0001,3075,2026-08-13,68,BB,50,2026-08-13T21:07:00+09:00,8,503,13.3333,489.6667,5855,5179.6667
M0001,3075,2026-08-13,69,BB,51,2026-08-13T21:13:00+09:00,13,411,21.6667,389.3333,5868,5569.0000
M0001,3075,2026-08-14,1,BB,1,2026-08-14T10:54:00+09:00,646,87,1076.6667,-989.6667,646,-989.6667
M0001,3075,2026-08-14,2,ART,0,2026-08-14T10:54:00+09:00,1,-2,1.6667,-3.6667,647,-993.3333
M0001,3075,2026-08-14,3,BB,2,2026-08-14T12:15:00+09:00,1032,83,1720.0000,-1637.0000,1679,-2630.3333
M0001,3075,2026-08-14,4,ART,0,2026-08-14T12:16:00+09:00,1,-2,1.6667,-3.6667,1680,-2634.0000
M0001,3075,2026-08-14,5,BB,3,2026-08-14T12:18:00+09:00,6,262,10.0000,252.0000,1686,-2382.0000
M0001,3075,2026-08-14,6,BB,4,2026-08-14T12:21:00+09:00,8,81,13.3333,67.6667,1694,-2314.3333
M0001,3075,2026-08-14,7,BB,5,2026-08-14T12:23:00+09:00,7,277,11.6667,265.3333,1701,-2049.0000
M0001,3075,2026-08-14,8,BB,6,2026-08-14T13:40:00+09:00,952,83,1586.6667,-1503.6667,2653,-3552.6667
M0001,3075,2026-08-14,9,ART,0,2026-08-14T13:41:00+09:00,0,-2,0.0000,-2.0000,2653,-3554.6667
M0001,3075,2026-08-14,10,BB,7,2026-08-14T14:08:00+09:00,310,87,516.6667,-429.6667,2963,-3984.3333
M0001,3075,2026-08-14,11,ART,0,2026-08-14T14:09:00+09:00,1,0,1.6667,-1.6667,2964,-3986.0000
M0001,3075,2026-08-14,12,BB,8,2026-08-14T14:11:00+09:00,3,577,5.0000,572.0000,2967,-3414.0000
M0001,3075,2026-08-14,13,BB,9,2026-08-14T14:25:00+09:00,110,87,183.3333,-96.3333,3077,-3510.3333
M0001,3075,2026-08-14,14,ART,0,2026-08-14T14:26:00+09:00,0,-2,0.0000,-2.0000,3077,-3512.3333
M0001,3075,2026-08-14,15,BB,10,2026-08-14T14:30:00+09:00,40,85,66.6667,18.3333,3117,-3494.0000
M0001,3075,2026-08-14,16,ART,0,2026-08-14T14:31:00+09:00,1,-2,1.6667,-3.6667,3118,-3497.6667
M0001,3075,2026-08-14,17,BB,11,2026-08-14T14:33:00+09:00,9,324,15.0000,309.0000,3127,-3188.6667
M0001,3075,2026-08-14,18,BB,12,2026-08-14T14:39:00+09:00,11,85,18.3333,66.6667,3138,-3122.0000
M0001,3075,2026-08-14,19,BB,13,2026-08-14T15:05:00+09:00,284,87,473.3333,-386.3333,3422,-3508.3333
M0001,3075,2026-08-14,20,ART,0,2026-08-14T15:06:00+09:00,1,-2,1.6667,-3.6667,3423,-3512.0000
M0001,3075,2026-08-14,21,BB,14,2026-08-14T15:09:00+09:00,11,179,18.3333,160.6667,3434,-3351.3333
M0001,3075,2026-08-14,22,BB,15,2026-08-14T15:13:00+09:00,11,347,18.3333,328.6667,3445,-3022.6667
M0001,3075,2026-08-14,23,BB,16,2026-08-14T15:23:00+09:00,5,171,8.3333,162.6667,3450,-2860.0000
M0001,3075,2026-08-14,24,BB,17,2026-08-14T16:27:00+09:00,685,81,1141.6667,-1060.6667,4135,-3920.6667
M0001,3075,2026-08-14,25,ART,0,2026-08-14T16:28:00+09:00,0,-2,0.0000,-2.0000,4135,-3922.6667
M0001,3075,2026-08-14,26,BB,18,2026-08-14T16:51:00+09:00,324,85,540.0000,-455.0000,4459,-4377.6667
M0001,3075,2026-08-14,27,ART,0,2026-08-14T16:52:00+09:00,1,-2,1.6667,-3.6667,4460,-4381.3333
M0001,3075,2026-08-14,28,BB,19,2026-08-14T16:56:00+09:00,57,237,95.0000,142.0000,4517,-4239.3333
M0001,3075,2026-08-14,29,ART,0,2026-08-14T16:59:00+09:00,1,0,1.6667,-1.6667,4518,-4241.0000
M0001,3075,2026-08-14,30,BB,20,2026-08-14T17:55:00+09:00,683,79,1138.3333,-1059.3333,5201,-5300.3333
M0001,3075,2026-08-14,31,ART,0,2026-08-14T17:56:00+09:00,1,0,1.6667,-1.6667,5202,-5302.0000
M0001,3075,2026-08-14,32,BB,21,2026-08-14T17:57:00+09:00,6,243,10.0000,233.0000,5208,-5069.0000
M0001,3075,2026-08-14,33,BB,22,2026-08-14T18:01:00+09:00,5,169,8.3333,160.6667,5213,-4908.3333
M0001,3075,2026-08-14,34,BB,23,2026-08-14T18:03:00+09:00,7,557,11.6667,545.3333,5220,-4363.0000
M0001,3075,2026-08-14,35,BB,24,2026-08-14T18:09:00+09:00,5,513,8.3333,504.6667,5225,-3858.3333
M0001,3075,2026-08-14,36,BB,25,2026-08-14T18:15:00+09:00,13,413,21.6667,391.3333,5238,-3467.0000
M0001,3075,2026-08-14,37,BB,26,2026-08-14T18:23:00+09:00,51,420,85.0000,335.0000,5289,-3132.0000
M0001,3075,2026-08-14,38,ART,0,2026-08-14T18:27:00+09:00,0,-2,0.0000,-2.0000,5289,-3134.0000
M0001,3075,2026-08-14,39,BB,27,2026-08-14T19:52:00+09:00,639,85,1065.0000,-980.0000,5928,-4114.0000
M0001,3075,2026-08-14,40,ART,0,2026-08-14T19:53:00+09:00,1,0,1.6667,-1.6667,5929,-4115.6667
M0001,3075,2026-08-14,41,BB,28,2026-08-14T19:54:00+09:00,3,162,5.0000,157.0000,5932,-3958.6667
M0001,3075,2026-08-14,42,BB,29,2026-08-14T19:57:00+09:00,7,273,11.6667,261.3333,5939,-3697.3333
M0001,3075,2026-08-14,43,BB,30,2026-08-14T21:02:00+09:00,350,71,583.3333,-512.3333,6289,-4209.6667
M0001,3075,2026-08-14,44,ART,0,2026-08-14T21:03:00+09:00,1,-2,1.6667,-3.6667,6290,-4213.3333
M0001,3075,2026-08-14,45,BB,31,2026-08-14T21:04:00+09:00,1,436,1.6667,434.3333,6291,-3779.0000
M0001,3075,2026-08-14,46,BB,32,2026-08-14T21:07:00+09:00,5,169,8.3333,160.6667,6296,-3618.3333
M0001,3075,2026-08-15,1,BB,1,2026-08-15T10:27:00+09:00,238,87,396.6667,-309.6667,238,-309.6667
M0001,3075,2026-08-15,2,ART,0,2026-08-15T10:27:00+09:00,0,-2,0.0000,-2.0000,238,-311.6667
M0001,3075,2026-08-15,3,BB,2,2026-08-15T11:08:00+09:00,558,85,930.0000,-845.0000,796,-1156.6667
M0001,3075,2026-08-15,4,ART,0,2026-08-15T11:09:00+09:00,1,12,1.6667,10.3333,797,-1146.3333
M0001,3075,2026-08-15,5,BB,3,2026-08-15T11:10:00+09:00,2,259,3.3333,255.6667,799,-890.6667
M0001,3075,2026-08-15,6,BB,4,2026-08-15T11:15:00+09:00,10,245,16.6667,228.3333,809,-662.3333
M0001,3075,2026-08-15,7,BB,5,2026-08-15T11:19:00+09:00,6,383,10.0000,373.0000,815,-289.3333
M0001,3075,2026-08-15,8,BB,6,2026-08-15T11:30:00+09:00,78,85,130.0000,-45.0000,893,-334.3333
M0001,3075,2026-08-15,9,ART,0,2026-08-15T11:31:00+09:00,0,-2,0.0000,-2.0000,893,-336.3333
M0001,3075,2026-08-15,10,BB,7,2026-08-15T11:45:00+09:00,156,87,260.0000,-173.0000,1049,-509.3333
M0001,3075,2026-08-15,11,ART,0,2026-08-15T11:45:00+09:00,1,0,1.6667,-1.6667,1050,-511.0000
M0001,3075,2026-08-15,12,BB,8,2026-08-15T11:47:00+09:00,3,162,5.0000,157.0000,1053,-354.0000
M0001,3075,2026-08-15,13,BB,9,2026-08-15T12:55:00+09:00,793,87,1321.6667,-1234.6667,1846,-1588.6667
M0001,3075,2026-08-15,14,ART,0,2026-08-15T12:56:00+09:00,0,-2,0.0000,-2.0000,1846,-1590.6667
M0001,3075,2026-08-15,15,BB,10,2026-08-15T13:10:00+09:00,180,87,300.0000,-213.0000,2026,-1803.6667
M0001,3075,2026-08-15,16,ART,0,2026-08-15T13:11:00+09:00,1,12,1.6667,10.3333,2027,-1793.3333
M0001,3075,2026-08-15,17,BB,11,2026-08-15T13:12:00+09:00,2,310,3.3333,306.6667,2029,-1486.6667
M0001,3075,2026-08-15,18,BB,12,2026-08-15T13:18:00+09:00,10,468,16.6667,451.3333,2039,-1035.3333
M0001,3075,2026-08-15,19,BB,13,2026-08-15T14:02:00+09:00,494,87,823.3333,-736.3333,2533,-1771.6667
M0001,3075,2026-08-15,20,ART,0,2026-08-15T14:03:00+09:00,0,0,0.0000,0.0000,2533,-1771.6667
M0001,3075,2026-08-15,21,BB,14,2026-08-15T14:04:00+09:00,3,177,5.0000,172.0000,2536,-1599.6667
M0001,3075,2026-08-15,22,BB,15,2026-08-15T14:07:00+09:00,11,87,18.3333,68.6667,2547,-1531.0000
M0001,3075,2026-08-15,23,BB,16,2026-08-15T14:41:00+09:00,450,87,750.0000,-663.0000,2997,-2194.0000
M0001,3075,2026-08-15,24,ART,0,2026-08-15T14:41:00+09:00,0,0,0.0000,0.0000,2997,-2194.0000
M0001,3075,2026-08-15,25,BB,17,2026-08-15T14:43:00+09:00,7,317,11.6667,305.3333,3004,-1888.6667
M0001,3075,2026-08-15,26,BB,18,2026-08-15T15:03:00+09:00,233,85,388.3333,-303.3333,3237,-2192.0000
M0001,3075,2026-08-15,27,ART,0,2026-08-15T15:04:00+09:00,0,-2,0.0000,-2.0000,3237,-2194.0000
M0001,3075,2026-08-15,28,BB,19,2026-08-15T15:51:00+09:00,653,85,1088.3333,-1003.3333,3890,-3197.3333
M0001,3075,2026-08-15,29,ART,0,2026-08-15T15:52:00+09:00,1,-2,1.6667,-3.6667,3891,-3201.0000
M0001,3075,2026-08-15,30,BB,20,2026-08-15T15:54:00+09:00,10,498,16.6667,481.3333,3901,-2719.6667
M0001,3075,2026-08-15,31,BB,21,2026-08-15T16:01:00+09:00,11,148,18.3333,129.6667,3912,-2590.0000
M0001,3075,2026-08-15,32,BB,22,2026-08-15T16:50:00+09:00,582,87,970.0000,-883.0000,4494,-3473.0000
M0001,3075,2026-08-15,33,ART,0,2026-08-15T16:51:00+09:00,0,-2,0.0000,-2.0000,4494,-3475.0000
M0001,3075,2026-08-15,34,BB,23,2026-08-15T16:55:00+09:00,37,81,61.6667,19.3333,4531,-3455.6667
M0001,3075,2026-08-15,35,ART,0,2026-08-15T16:56:00+09:00,1,-2,1.6667,-3.6667,4532,-3459.3333
M0001,3075,2026-08-15,36,BB,24,2026-08-15T17:45:00+09:00,680,87,1133.3333,-1046.3333,5212,-4505.6667
M0001,3075,2026-08-15,37,ART,0,2026-08-15T17:46:00+09:00,1,-2,1.6667,-3.6667,5213,-4509.3333
M0001,3075,2026-08-15,38,BB,25,2026-08-15T17:52:00+09:00,63,85,105.0000,-20.0000,5276,-4529.3333
M0001,3075,2026-08-15,39,ART,0,2026-08-15T17:53:00+09:00,1,-2,1.6667,-3.6667,5277,-4533.0000
M0001,3075,2026-08-15,40,BB,26,2026-08-15T18:20:00+09:00,342,87,570.0000,-483.0000,5619,-5016.0000
M0001,3075,2026-08-15,41,ART,0,2026-08-15T18:21:00+09:00,1,-2,1.6667,-3.6667,5620,-5019.6667
M0001,3075,2026-08-15,42,BB,27,2026-08-15T18:22:00+09:00,5,181,8.3333,172.6667,5625,-4847.0000
M0001,3075,2026-08-15,43,BB,28,2026-08-15T18:35:00+09:00,146,87,243.3333,-156.3333,5771,-5003.3333
M0001,3075,2026-08-15,44,ART,0,2026-08-15T18:36:00+09:00,0,-2,0.0000,-2.0000,5771,-5005.3333
M0001,3075,2026-08-15,45,BB,29,2026-08-15T19:25:00+09:00,683,87,1138.3333,-1051.3333,6454,-6056.6667
M0001,3075,2026-08-15,46,ART,0,2026-08-15T19:26:00+09:00,1,-2,1.6667,-3.6667,6455,-6060.3333
M0001,3075,2026-08-15,47,BB,30,2026-08-15T19:28:00+09:00,9,163,15.0000,148.0000,6464,-5912.3333
M0001,3075,2026-08-15,48,BB,31,2026-08-15T19:58:00+09:00,314,87,523.3333,-436.3333,6778,-6348.6667
M0001,3075,2026-08-15,49,ART,0,2026-08-15T19:59:00+09:00,0,-2,0.0000,-2.0000,6778,-6350.6667
M0001,3075,2026-08-15,50,BB,32,2026-08-15T20:02:00+09:00,14,286,23.3333,262.6667,6792,-6088.0000
M0001,3075,2026-08-15,51,BB,33,2026-08-15T20:06:00+09:00,6,167,10.0000,157.0000,6798,-5931.0000
M0001,3075,2026-08-15,52,BB,34,2026-08-15T20:12:00+09:00,50,81,83.3333,-2.3333,6848,-5933.3333
M0001,3075,2026-08-15,53,ART,0,2026-08-15T20:13:00+09:00,0,-2,0.0000,-2.0000,6848,-5935.3333
M0001,3075,2026-08-15,54,BB,35,2026-08-15T20:15:00+09:00,4,183,6.6667,176.3333,6852,-5759.0000
M0001,3075,2026-08-15,55,BB,36,2026-08-15T20:24:00+09:00,62,87,103.3333,-16.3333,6914,-5775.3333
M0001,3075,2026-08-15,56,ART,0,2026-08-15T20:25:00+09:00,0,-2,0.0000,-2.0000,6914,-5777.3333
M0001,3075,2026-08-15,57,BB,37,2026-08-15T20:36:00+09:00,139,85,231.6667,-146.6667,7053,-5924.0000
M0001,3075,2026-08-15,58,ART,0,2026-08-15T20:38:00+09:00,1,-2,1.6667,-3.6667,7054,-5927.6667
M0001,3075,2026-08-15,59,BB,38,2026-08-15T20:58:00+09:00,281,85,468.3333,-383.3333,7335,-6311.0000
M0001,3075,2026-08-15,60,ART,0,2026-08-15T20:59:00+09:00,1,-2,1.6667,-3.6667,7336,-6314.6667
M0001,3075,2026-08-15,61,BB,39,2026-08-15T21:00:00+09:00,6,168,10.0000,158.0000,7342,-6156.6667
M0001,3075,2026-08-15,62,BB,40,2026-08-15T21:03:00+09:00,8,323,13.3333,309.6667,7350,-5847.0000
M0001,3075,2026-08-15,63,BB,41,2026-08-15T21:07:00+09:00,7,445,11.6667,433.3333,7357,-5413.6667
M0001,3075,2026-08-15,64,BB,42,2026-08-15T21:12:00+09:00,9,437,15.0000,422.0000,7366,-4991.6667
