data_date,sampled_at_jst,avg_slump_value,machine_count
2026-08-27,2026-08-27T16:20:00+09:00,-70,50
2026-08-27,2026-08-27T16:40:00+09:00,-50,50
2026-08-27,2026-08-27T17:00:00+09:00,-50,50
2026-08-27,2026-08-27T17:20:00+09:00,-22,50
2026-08-27,2026-08-27T17:40:00+09:00,-10,50
2026-08-27,2026-08-27T18:00:00+09:00,-10,50
2026-08-27,2026-08-27T18:20:00+09:00,60,50
2026-08-27,2026-08-27T18:40:00+09:00,60,50
2026-08-27,2026-08-27T19:00:00+09:00,90,50
2026-08-27,2026-08-27T19:20:00+09:00,90,50
2026-08-27,2026-08-27T19:40:00+09:00,102,50
2026-08-27,2026-08-27T20:00:00+09:00,102,50
2026-08-27,2026-08-27T20:20:00+09:00,132,50
2026-08-27,2026-08-27T20:40:00+09:00,132,50
2026-08-27,2026-08-27T21:00:00+09:00,176,50
2026-08-27,2026-08-27T21:20:00+09:00,176,50
2026-08-27,2026-08-27T21:40:00+09:00,124,50
2026-08-27,2026-08-27T22:00:00+09:00,124,50
2026-08-27,2026-08-27T22:20:00+09:00,210,50
2026-08-27,2026-08-27T22:40:00+09:00,210,50
2026-08-27,2026-08-27T23:00:00+09:00,238,50
2026-08-27,2026-08-27T23:20:00+09:00,238,50
2026-08-27,2026-08-27T23:40:00+09:00,260,50
2026-08-28,2026-08-28T11:00:00+09:00,-110,50
2026-08-28,2026-08-28T11:20:00+09:00,-110,50
2026-08-28,2026-08-28T11:40:00+09:00,-90,50
2026-08-28,2026-08-28T12:00:00+09:00,-90,50
2026-08-28,2026-08-28T12:20:00+09:00,-58,50
2026-08-28,2026-08-28T12:40:00+09:00,-132,50
2026-08-28,2026-08-28T13:00:00+09:00,-132,50
2026-08-28,2026-08-28T13:20:00+09:00,-120,50
2026-08-28,2026-08-28T13:40:00+09:00,-46,50
2026-08-28,2026-08-28T14:00:00+09:00,-46,50
2026-08-28,2026-08-28T14:20:00+09:00,-50,50
2026-08-28,2026-08-28T14:40:00+09:00,-50,50
2026-08-28,2026-08-28T15:00:00+09:00,-80,50
2026-08-28,2026-08-28T15:20:00+09:00,-80,50
2026-08-28,2026-08-28T15:40:00+09:00,14,50
2026-08-28,2026-08-28T16:00:00+09:00,14,50
2026-08-28,2026-08-28T16:20:00+09:00,88,50
2026-08-28,2026-08-28T16:40:00+09:00,146,50
2026-08-28,2026-08-28T17:00:00+09:00,146,50
2026-08-28,2026-08-28T17:20:00+09:00,146,50
2026-08-28,2026-08-28T17:40:00+09:00,140,50
2026-08-28,2026-08-28T18:00:00+09:00,140,50
2026-08-28,2026-08-28T18:20:00+09:00,136,50
2026-08-28,2026-08-28T18:40:00+09:00,308,50
2026-08-28,2026-08-28T19:00:00+09:00,308,50
2026-08-28,2026-08-28T19:20:00+09:00,308,50
2026-08-28,2026-08-28T19:40:00+09:00,384,50
2026-08-28,2026-08-28T20:00:00+09:00,384,50
2026-08-28,2026-08-28T20:20:00+09:00,358,50
2026-08-28,2026-08-28T20:40:00+09:00,358,50
2026-08-28,2026-08-28T21:00:00+09:00,358,50
2026-08-28,2026-08-28T21:20:00+09:00,364,50
2026-08-28,2026-08-28T21:40:00+09:00,376,50
2026-08-28,2026-08-28T22:00:00+09:00,376,50
2026-08-28,2026-08-28T22:20:00+09:00,380,50
2026-08-28,2026-08-28T22:40:00+09:00,380,50
2026-08-28,2026-08-28T23:00:00+09:00,380,50
2026-08-28,2026-08-28T23:20:00+09:00,414,50
2026-08-28,2026-08-28T23:40:00+09:00,488,50
2026-08-29,2026-08-29T11:00:00+09:00,-136,50
2026-08-29,2026-08-29T11:20:00+09:00,-136,50
2026-08-29,2026-08-29T11:40:00+09:00,-228,50
2026-08-29,2026-08-29T12:00:00+09:00,-228,50
2026-08-29,2026-08-29T12:20:00+09:00,-228,50
2026-08-29,2026-08-29T12:40:00+09:00,-312,50
2026-08-29,2026-08-29T13:00:00+09:00,-312,50
2026-08-29,2026-08-29T13:20:00+09:00,-396,50
2026-08-29,2026-08-29T13:40:00+09:00,-396,50
2026-08-29,2026-08-29T14:00:00+09:00,-396,50
2026-08-29,2026-08-29T14:20:00+09:00,-352,50
2026-08-29,2026-08-29T14:40:00+09:00,-352,50
2026-08-29,2026-08-29T15:00:00+09:00,-352,50
2026-08-29,2026-08-29T15:20:00+09:00,-352,50
2026-08-29,2026-08-29T15:40:00+09:00,-300,50
2026-08-29,2026-08-29T16:00:00+09:00,-300,50
2026-08-29,2026-08-29T16:20:00+09:00,-296,50
2026-08-29,2026-08-29T16:40:00+09:00,-222,50
2026-08-29,2026-08-29T17:00:00+09:00,-222,50
2026-08-29,2026-08-29T17:20:00+09:00,-222,50
2026-08-29,2026-08-29T17:40:00+09:00,-298,50
2026-08-29,2026-08-29T18:00:00+09:00,-298,50
2026-08-29,2026-08-29T18:20:00+09:00,-426,50
2026-08-29,2026-08-29T18:40:00+09:00,-426,50
2026-08-29,2026-08-29T19:00:00+09:00,-426,50
2026-08-29,2026-08-29T19:20:00+09:00,-484,50
2026-08-29,2026-08-29T19:40:00+09:00,-422,50
2026-08-29,2026-08-29T20:00:00+09:00,-422,50
2026-08-29,2026-08-29T20:20:00+09:00,-422,50
2026-08-29,2026-08-29T20:40:00+09:00,-298,50
2026-08-29,2026-08-29T21:00:00+09:00,-298,50
2026-08-29,2026-08-29T21:20:00+09:00,-238,50
2026-08-29,2026-08-29T21:40:00+09:00,-238,50
2026-08-29,2026-08-29T22:00:00+09:00,-88,50
2026-08-29,2026-08-29T22:20:00+09:00,-88,50
2026-08-29,2026-08-29T22:40:00+09:00,-36,50
2026-08-29,2026-08-29T23:00:00+09:00,-36,50
2026-08-29,2026-08-29T23:20:00+09:00,102,50
